timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1635409619677,349,85 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1754,403,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,282,0,0
1635409620028,1219,02_login,200,"Number of samples in transaction : 3, number of failing samples : 1",jp@gc - Ultimate Thread Group 1-1,,false,,3597,1334,1,1,null,0,4,0
1635409620028,356,89 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,693,579,1,1,http://18.221.250.120:1080/cgi-bin/login.pl,303,0,0
1635409620385,371,90 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,380,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,306,0,0
1635409620760,492,91 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,false,"Test failed: text expected to contain /Welcome, <b>chandu</b>, to the Web Tours reservation pages/",1155,375,1,1,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,489,0,222
1635409621253,537,03_signoff,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2774,774,1,1,null,0,5,0
1635409621255,269,96 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,392,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,265,0,0
1635409621526,268,97 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,382,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,264,0,0
1635409621795,1426,01_launch,200,"Number of samples in transaction : 5, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,6112,1892,1,1,null,0,9,0
1635409621796,444,80 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,664,321,1,1,http://18.221.250.120:1080/Webtours/,444,0,222
1635409622241,222,81 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1007,379,1,1,http://18.221.250.120:1080/Webtours/header.html,222,0,0
1635409622466,271,82 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,390,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,267,0,0
1635409622739,222,86 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1659,399,1,1,http://18.221.250.120:1080/WebTours/home.html,222,0,0
1635409622963,267,85 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1757,403,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,262,0,0
1635409623235,1049,02_login,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,3751,1540,1,1,null,0,5,0
1635409623236,270,89 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,843,581,1,1,http://18.221.250.120:1080/cgi-bin/login.pl,265,0,0
1635409623508,285,90 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,482,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,281,0,0
1635409623795,494,91 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1159,477,1,1,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,490,0,223
1635409624291,558,03_signoff,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2778,876,1,1,null,0,2,0
1635409624292,287,96 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,494,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,263,0,0
1635409624580,271,97 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1753,382,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,265,0,0
1635409624852,1472,01_launch,200,"Number of samples in transaction : 5, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,6110,1892,1,1,null,0,21,0
1635409624853,478,80 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,664,321,1,1,http://18.221.250.120:1080/Webtours/,478,0,224
1635409625333,225,81 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1007,379,1,1,http://18.221.250.120:1080/Webtours/header.html,225,0,0
1635409625560,271,82 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,390,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,267,0,0
1635409625844,226,86 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1659,399,1,1,http://18.221.250.120:1080/WebTours/home.html,226,0,0
1635409626072,272,85 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1755,403,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,268,0,0
1635409626345,1041,02_login,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,3749,1534,1,1,null,0,13,0
1635409626346,273,89 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,842,577,1,1,http://18.221.250.120:1080/cgi-bin/login.pl,268,0,0
1635409626620,272,90 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,481,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,268,0,0
1635409626893,496,91 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1158,476,1,1,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,492,0,223
1635409627400,538,03_signoff,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2776,875,1,1,null,0,4,0
1635409627401,269,96 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,493,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,265,0,0
1635409627672,269,97 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1751,382,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,265,0,0
1635409627947,1430,01_launch,200,"Number of samples in transaction : 5, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,6111,1892,1,1,null,0,10,0
1635409627948,451,80 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,664,321,1,1,http://18.221.250.120:1080/Webtours/,451,0,221
1635409628400,222,81 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1007,379,1,1,http://18.221.250.120:1080/Webtours/header.html,222,0,0
1635409628626,266,82 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,390,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,262,0,0
1635409628894,222,86 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1659,399,1,1,http://18.221.250.120:1080/WebTours/home.html,222,0,0
1635409629117,269,85 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1756,403,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,264,0,0
1635409629388,810,02_login,200,"Number of samples in transaction : 3, number of failing samples : 1",jp@gc - Ultimate Thread Group 1-1,,false,,3594,1334,1,1,null,0,3,0
1635409629388,271,89 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,691,579,1,1,http://18.221.250.120:1080/cgi-bin/login.pl,267,0,0
1635409629661,267,90 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,380,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,266,0,0
1635409629929,272,91 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,false,"Test failed: text expected to contain /Welcome, <b>ashu</b>, to the Web Tours reservation pages/",1154,375,1,1,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,267,0,0
1635409630202,904,03_signoff,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2779,774,1,1,null,0,2,0
1635409630202,551,96 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1026,392,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,506,0,231
1635409630754,353,97 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1753,382,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,344,0,0
1635409631112,1466,01_launch,200,"Number of samples in transaction : 5, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,6111,1892,1,1,null,0,10,0
1635409631114,449,80 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,664,321,1,1,http://18.221.250.120:1080/Webtours/,449,0,225
1635409631565,225,81 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1007,379,1,1,http://18.221.250.120:1080/Webtours/header.html,225,0,0
1635409631791,271,82 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,390,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,267,0,0
1635409632064,225,86 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1659,399,1,1,http://18.221.250.120:1080/WebTours/home.html,225,0,0
1635409632290,296,85 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1756,403,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,296,0,0
1635409632588,1254,02_login,200,"Number of samples in transaction : 3, number of failing samples : 1",jp@gc - Ultimate Thread Group 1-1,,false,,3597,1336,1,1,null,0,6,0
1635409632589,370,89 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,693,581,1,1,http://18.221.250.120:1080/cgi-bin/login.pl,360,0,0
1635409632960,379,90 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1749,380,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?page=menu&in=home,314,0,0
1635409633343,505,91 login,200,OK,jp@gc - Ultimate Thread Group 1-1,text,false,"Test failed: text expected to contain /Welcome, <b>chandu</b>, to the Web Tours reservation pages/",1155,375,1,1,http://18.221.250.120:1080/cgi-bin/login.pl?intro=true,500,0,229
1635409633849,552,03_signoff,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2770,774,1,1,null,0,2,0
1635409633849,276,96 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,392,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=1,271,0,0
1635409634127,276,97 signoff,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1745,382,1,1,http://18.221.250.120:1080/cgi-bin/nav.pl?in=home,271,0,0
1635409634404,1263,01_launch,200,,jp@gc - Ultimate Thread Group 1-1,,true,,4355,1489,1,1,null,0,0,0
1635409634405,444,80 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,664,321,1,1,http://18.221.250.120:1080/Webtours/,444,0,221
1635409634851,225,81 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1007,379,1,1,http://18.221.250.120:1080/Webtours/header.html,223,0,0
1635409635079,357,82 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1025,390,1,1,http://18.221.250.120:1080/cgi-bin/welcome.pl?signOff=true,270,0,0
1635409635442,225,86 launch,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1659,399,1,1,http://18.221.250.120:1080/WebTours/home.html,225,0,0
